0.25188E-03 0.30639E-06 0.00000E+01 1319178 0 0 74716 0.29647E+09 0.00000E+01 0.25188E-03 0.00000E+01 0.00000E+01 0
1 0.00026625 1.9044e-05 3.5411 0.011112 0.00026625
2 0.00024574 5.191e-06 1.479 0.0028385 0.00024574
3 0.00025224 2.5936e-06 1.0181 0.0021574 0.00025224
4 0.00025241 1.7947e-05 3.5201 0.0095387 0.00025241
5 0.00024746 5.2207e-06 1.4771 0.0031885 0.00024746
6 0.00025376 2.6862e-06 1.0481 0.0026883 0.00025376
7 0.0002586 1.9505e-05 3.7341 0.011524 0.0002586
8 0.00025372 6.3656e-06 1.7566 0.0063229 0.00025372
9 0.00025505 3.2798e-06 1.2733 0.0036074 0.00025505
10 0.0002457 1.7638e-05 3.5539 0.0092792 0.0002457
11 0.00026004 5.3946e-06 1.4525 0.0035158 0.00026004
12 0.00025269 2.6482e-06 1.0377 0.0026632 0.00025269
13 0.00025743 1.8464e-05 3.5509 0.010012 0.00025743
14 0.00025418 5.6583e-06 1.5586 0.0042099 0.00025418
15 0.00025002 2.7778e-06 1.1001 0.0022291 0.00025002
16 0.00024328 1.7683e-05 3.5985 0.010509 0.00024328
17 0.00024817 5.1449e-06 1.4515 0.0028742 0.00024817
18 0.00025019 2.5889e-06 1.0246 0.0025907 0.00025019
19 0.00025575 5.4596e-06 1.4946 0.0036936 0.00025575
20 0.00025108 2.638e-06 1.0403 0.0030026 0.00025108
21 0.00025285 1.5983e-06 0.88513 0.0018419 0.00025285
22 0.00024769 1.733e-05 3.4639 0.010203 0.00024769
23 0.00025369 5.3961e-06 1.4892 0.0033726 0.00025369
24 0.00025203 2.6488e-06 1.0406 0.0034618 0.00025203
25 0.00025249 5.4308e-06 1.5059 0.006355 0.00025249
26 0.00025107 2.5523e-06 1.0066 0.0020678 0.00025107
27 0.00025213 1.5551e-06 0.86368 0.0018392 0.00025213
28 0.00025988 5.3291e-06 1.4357 0.0035039 0.00025988
29 0.00025037 2.538e-06 1.0037 0.0020233 0.00025037
30 0.00025414 1.55e-06 0.85401 0.0016751 0.00025414
31 0.0002564 1.8282e-05 3.53 0.014042 0.0002564
32 0.00024641 5.2437e-06 1.4899 0.0034796 0.00024641
33 0.00025167 2.6796e-06 1.0542 0.0028578 0.00025167
34 0.00025667 5.6677e-06 1.546 0.0042408 0.00025667
35 0.00025461 2.7707e-06 1.0775 0.0035094 0.00025461
36 0.00025342 1.6315e-06 0.90149 0.0020029 0.00025342
37 0.00023769 1.6032e-05 3.3392 0.0077946 0.00023769
38 0.00025313 5.5375e-06 1.5316 0.0047083 0.00025313
39 0.00025086 2.7373e-06 1.0804 0.002773 0.00025086
40 0.00025632 5.5219e-06 1.5083 0.0041384 0.00025632
41 0.00025503 2.7347e-06 1.0618 0.0023424 0.00025503
42 0.00025225 1.6365e-06 0.90843 0.002646 0.00025225
43 0.00022637 1.6552e-05 3.62 0.010735 0.00022637
44 0.0002542 5.4086e-06 1.4897 0.004411 0.0002542
45 0.00025145 2.6096e-06 1.0276 0.0036224 0.00025145
46 0.00025976 5.314e-06 1.4323 0.0029539 0.00025976
47 0.0002534 2.598e-06 1.0152 0.002162 0.0002534
48 0.00025191 1.5585e-06 0.86634 0.0014907 0.00025191
49 0.00025791 5.453e-06 1.4803 0.0038488 0.00025791
50 0.00025425 2.5914e-06 1.0092 0.002369 0.00025425
51 0.00025267 1.5476e-06 0.85763 0.0015366 0.00025267
52 0.00024102 1.8603e-05 3.8213 0.01161 0.00024102
53 0.00025534 5.8402e-06 1.6014 0.0052934 0.00025534
54 0.00025237 2.7049e-06 1.0613 0.0025464 0.00025237
55 0.00024917 1.7808e-05 3.5383 0.009978 0.00024917
56 0.0002533 5.2201e-06 1.4429 0.0029043 0.0002533
57 0.00025323 2.5393e-06 0.99289 0.0021945 0.00025323
58 0.00026546 1.7649e-05 3.2914 0.010795 0.00026546
59 0.00025461 5.1393e-06 1.4132 0.0026942 0.00025461
60 0.00024835 2.5595e-06 1.0205 0.0019297 0.00024835
61 0.00024667 5.1981e-06 1.4754 0.0045266 0.00024667
62 0.00024693 2.5864e-06 1.0371 0.0021318 0.00024693
63 0.00024927 1.5672e-06 0.8804 0.002053 0.00024927
64 0.00021942 1.6619e-05 3.7496 0.011396 0.00021942
65 0.00025483 5.477e-06 1.5048 0.0037565 0.00025483
66 0.00025318 2.6464e-06 1.035 0.0024831 0.00025318
67 0.000261 1.8067e-05 3.427 0.0107 0.000261
68 0.00025494 5.3178e-06 1.4604 0.0029907 0.00025494
69 0.00025453 2.6459e-06 1.0293 0.0025966 0.00025453
70 0.00024866 1.7409e-05 3.466 0.0090102 0.00024866
71 0.00025047 5.2233e-06 1.4601 0.0035289 0.00025047
72 0.00025281 2.6899e-06 1.0535 0.00352 0.00025281
73 0.00025393 1.9042e-05 3.7125 0.015444 0.00025393
74 0.00024883 5.1491e-06 1.4488 0.0029922 0.00024883
75 0.00025522 2.5779e-06 1.0001 0.0023919 0.00025522
76 0.00025187 1.8519e-05 3.6401 0.012246 0.00025187
77 0.00024717 5.1176e-06 1.4496 0.0038709 0.00024717
78 0.00024567 2.5441e-06 1.0254 0.0022048 0.00024567
79 0.00026311 6.1054e-06 1.6246 0.0052637 0.00026311
80 0.00024864 2.7946e-06 1.1129 0.0022435 0.00024864
81 0.00025158 1.7211e-06 0.95792 0.002256 0.00025158
82 0.00025385 5.52e-06 1.5224 0.0045196 0.00025385
83 0.00025129 2.6225e-06 1.0333 0.0021786 0.00025129
84 0.00025239 1.5787e-06 0.87587 0.0018541 0.00025239
85 0.0002348 1.6709e-05 3.5231 0.012549 0.0002348
86 0.00025342 5.6076e-06 1.5492 0.0049827 0.00025342
87 0.00024969 2.5983e-06 1.0304 0.0019574 0.00024969
88 0.00025649 5.3753e-06 1.4673 0.0036378 0.00025649
89 0.00025536 2.7306e-06 1.0588 0.0024649 0.00025536
90 0.00025126 1.5794e-06 0.88018 0.0020597 0.00025126
91 0.00025618 5.7511e-06 1.5718 0.0038818 0.00025618
92 0.00024726 2.7583e-06 1.1045 0.0024693 0.00024726
93 0.00025347 1.7116e-06 0.94558 0.0020492 0.00025347
94 0.00025009 6.1652e-06 1.726 0.0046905 0.00025009
95 0.00025509 3.3004e-06 1.2811 0.0046934 0.00025509
96 0.00025221 1.9843e-06 1.1017 0.0029285 0.00025221
97 0.00026032 5.4153e-06 1.4565 0.0058153 0.00026032
98 0.00025223 2.6156e-06 1.0268 0.0033011 0.00025223
99 0.00025261 1.5385e-06 0.85285 0.0017321 0.00025261
100 0.00027452 2.04e-05 3.679 0.016241 0.00027452
101 0.00024175 5.3119e-06 1.5384 0.0043414 0.00024175
102 0.00025362 2.6907e-06 1.0505 0.0019483 0.00025362
103 0.00025512 5.2135e-06 1.4308 0.0028837 0.00025512
104 0.00025271 2.5421e-06 0.99601 0.0019664 0.00025271
105 0.00025147 1.5159e-06 0.84414 0.0014492 0.00025147
106 0.00024482 1.7029e-05 3.4437 0.010984 0.00024482
107 0.00025134 5.5081e-06 1.5344 0.0032879 0.00025134
108 0.00025064 2.6536e-06 1.0483 0.0028482 0.00025064
109 0.0002503 1.8024e-05 3.5649 0.01031 0.0002503
110 0.0002546 5.1337e-06 1.4117 0.0029717 0.0002546
111 0.00025138 2.6119e-06 1.0288 0.0023305 0.00025138
112 0.00025964 5.5345e-06 1.4924 0.0035576 0.00025964
113 0.00025117 2.5773e-06 1.016 0.0022691 0.00025117
114 0.00025089 1.5308e-06 0.85439 0.0014833 0.00025089
115 0.00028662 2.0149e-05 3.4803 0.010697 0.00028662
116 0.00025164 5.2031e-06 1.4477 0.0047683 0.00025164
117 0.00025254 2.5942e-06 1.0172 0.002458 0.00025254
